LaptopID,Company,Product,TypeName,Inches,ScreenResolution,RAM,OS,Weight,Price in Rs,SSD_GB,HDD_GB,Flash_GB,Has_SSD,Has_HDD,Has_Flash,Storage_Performance_Score,Storage_Class,GPU_Brand_intel,GPU_Brand_nvidia,GPU_Brand_other,Dedicated_GPU,GPU_Performance_Tier,GPU_Usage_Class,GPU_Strength_Score,CPU_Brand_intel,CPU_Brand_other,CPU_Performance_Tier,CPU_Usage_Class,CPU_Strength_Score,Overall_Performance_Score,Price_Raw
21,Asus,Vivobook E200HA,Netbook,11.6,1366x768,-1.2556669503677904,Windows,-1.5915561520662047,-1.3335231667443794,0,0,32,0,0,1,-1.5356261085714138,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,7.520000000000001,20725.2
22,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.6934049959597477,-0.1784452813149606,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,92.64,107892.0
23,HP,255 G6,Notebook,15.6,1366x768,-0.8621763211399812,No OS,-0.2686839084722321,-1.2389244203351555,0,500,0,0,1,0,-0.8736531296865911,1,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,33.2,27864.0
24,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,-0.07519506268436271,Windows,-0.6294672476342246,-0.4360515499028622,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,88452.0
25,HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.19352071281348393,-0.6650348997587747,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,71172.0
26,Dell,Inspiron 3567,Notebook,15.6,1366x768,-0.8621763211399812,Windows,0.39275221332475374,-1.0090251370798191,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,65.03999999999999,45213.12
27,Apple,MacBook Air,Ultrabook,13.3,1440x900,-0.07519506268436271,Mac OS X,-1.0353485041914663,-0.03533068765501525,0,0,128,0,0,1,-1.126948256655382,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,25.280000000000005,118692.0
28,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.24242582200725737,-0.4632433226982518,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,56.800000000000004,86400.0
29,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.23861863020873306,0.24946735372827597,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,140184.0
30,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,0.6934049959597477,-0.3258533127847043,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,68.24,96768.0
31,Chuwi,"LapBook 15.6""",Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,-0.22358599107698335,-1.2575436289703144,0,0,64,0,0,1,-1.3994001579327366,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,12.640000000000002,26458.92
32,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,1366x768,-1.2556669503677904,Windows,-0.5843693302389759,-1.3233620305945233,0,0,32,0,0,1,-1.5356261085714138,1,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,8.32,21492.0
33,HP,17-ak001nv (A6-9220/4GB/500GB/Radeon,Notebook,17.3,Full HD 1920x1080,-0.8621763211399812,Windows,1.0090904177264912,-0.9798870058106545,0,500,0,0,1,0,-0.8736531296865911,1,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,33.2,47412.0
34,Dell,XPS 13,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,1.4987674542268743,Windows,-1.2608380911677117,1.0666516835265638,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,201852.0
35,Apple,MacBook Air,Ultrabook,13.3,1440x900,-0.07519506268436271,Mac OS X,-1.0353485041914663,-0.17987642725156003,0,0,256,0,0,1,-0.5820444541006724,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,45.760000000000005,107784.0
36,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,-0.8621763211399812,Windows,-0.9000547520057193,-1.2518047337645506,0,0,64,0,0,1,-1.3994001579327366,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,12.640000000000002,26892.0
37,Acer,Aspire 3,Notebook,15.6,1366x768,-0.8621763211399812,Linux,0.09209943068976037,-1.0829295132458152,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,65.03999999999999,39636.0
38,Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,1.1443841699122381,-0.20706820004694965,128,1024,0,1,1,0,0.6439891016474235,2,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,92.64,105732.0
39,HP,250 G6,Notebook,15.6,1366x768,-0.8621763211399812,Windows,-0.2686839084722321,-0.9087733642210276,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,66.24,52778.52
40,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.09209943068976037,-0.350182793706895,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,58.0,94932.0
41,Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Linux,-0.058226960627736635,-1.051444302640627,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,65.03999999999999,42012.0
42,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,1.4987674542268743,Windows,0.9188945829359929,0.5371276869847661,256,1024,0,1,1,0,1.3251188548408106,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,119.44000000000001,161892.0
43,Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,15.6,1366x768,-0.07519506268436271,Linux,0.39275221332475374,-0.8596850585956664,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,68.24,56482.92
44,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,-0.8621763211399812,Windows,0.24242582200725737,-0.6321185432169873,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,73656.0
45,Dell,Inspiron 7773,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,0.7117861957712558,Windows,1.0992862525169893,-0.1784452813149606,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,68.24,107892.0
46,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,-0.07519506268436271,macOS,-1.0052832259279667,0.42263601205680984,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,153252.0
47,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,-0.8621763211399812,No OS,0.24242582200725737,-1.0800672213726161,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,29.200000000000003,39852.0
48,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,1.7456897351822263,0.25089849966487543,256,1024,0,1,1,0,1.3251188548408106,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,115.84000000000002,140292.0
49,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,0.39275221332475374,-0.6936578184907638,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,56.800000000000004,69012.0
50,Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,-0.8621763211399812,Windows,1.1443841699122381,-0.9412460655224693,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,1,1,-1.815474540298185,65.84,50328.0
51,Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,-0.8621763211399812,Android,-2.0275026868869457,-1.1516245182025888,0,0,64,0,0,1,-1.3994001579327366,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,12.640000000000002,34452.0
52,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.24242582200725737,-0.4045663392976742,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,2,2,2.498712169424574,True,False,4,3,0.9534251780106736,59.2,90828.0
53,HP,255 G6,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,-0.2686839084722321,-1.0378627277022983,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,54.400000000000006,43036.92
54,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,-0.07519506268436271,Windows,-0.8248915563469708,-0.02960610390861744,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,119124.0
55,Acer,Aspire 3,Notebook,15.6,1366x768,-0.8621763211399812,Windows,0.5430786046422508,-1.0586000323236244,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,65.03999999999999,41472.0
56,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.13719734808500914,-0.5093262218567542,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,82922.4
57,HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,-0.19352071281348393,-0.9798870058106545,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,29.200000000000003,47412.0
58,Asus,VivoBook Max,Notebook,15.6,1366x768,-0.8621763211399812,Windows,-0.058226960627736635,-0.769236635402581,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,63308.52
59,MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,1.4987674542268743,Windows,0.5881765220375001,1.896716326754247,256,2048,0,1,1,0,2.9598302625049384,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,180.88000000000002,264492.0
60,Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Linux,-0.058226960627736635,-1.0142345082890414,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,54.800000000000004,44820.0
61,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,1.4987674542268743,Windows,1.1443841699122381,0.25089849966487543,256,2048,0,1,1,0,2.9598302625049384,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,180.88000000000002,140292.0
62,Dell,Vostro 5471,Ultrabook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-0.5092061345802273,-0.350182793706895,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,94932.0
63,Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,-0.07519506268436271,No OS,-0.5092061345802273,-0.750903655954742,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,54.800000000000004,64692.0
64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-0.960185308532718,-0.2614517456377289,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,101628.0
66,HP,250 G6,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.2686839084722321,-0.6206693757241917,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,74520.0
67,Asus,ZenBook Pro,Ultrabook,15.6,Full HD 1920x1080,1.4987674542268743,Windows,-0.3588797432627303,1.2298023202989015,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,109.2,214164.0
68,HP,250 G6,Notebook,15.6,1366x768,-0.8621763211399812,Windows,-0.2686839084722321,-0.9803306610510002,0,500,0,0,1,0,-0.8736531296865911,1,False,False,False,1,1,1,0.5432635467457632,True,False,2,2,-0.8925079675285653,34.4,47378.52
69,HP,Stream 14-AX040wm,Notebook,14.0,1366x768,-0.8621763211399812,Windows,-0.9000547520057193,-1.2804276524965397,32,0,0,1,0,0,-1.5015696209117444,2,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,8.8,24732.0
70,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,-0.20855335194523364,-0.8224609527847146,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,66.24,59292.0
71,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,0.7117861957712558,Linux,1.4450369525472322,-0.25000257814493326,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,68.24,102492.0
72,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,-0.8621763211399812,Windows S,-1.1826683676826133,-0.04964214702100979,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,30.400000000000002,117612.0
73,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.960185308532718,-0.24141570252533653,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,103140.0
74,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.24242582200725737,-0.3630631071362901,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,93960.0
75,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,0.9940577785947418,-0.04105527140141307,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,92.64,118260.0
76,Acer,Aspire E5-475,Notebook,14.0,1366x768,-0.07519506268436271,Windows,0.09209943068976037,-1.051444302640627,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,65.03999999999999,42012.0
77,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.24242582200725737,-0.25000257814493326,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,68.24,102492.0
78,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,No OS,0.24242582200725737,-0.8653953308826982,0,2048,0,0,1,0,1.597570756118165,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,127.67999999999999,56052.0
79,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.02816168236423723,-0.3845302961852819,128,1024,0,1,1,0,0.6439891016474235,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,93.04,92340.0
80,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,0.24242582200725737,-0.8496527255801042,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,2,2,-0.8925079675285653,67.03999999999999,57240.0
81,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,0.6934049959597477,-0.20993049192014857,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,93.84,105516.0
82,Dell,Latitude 5590,Ultrabook,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.23861863020873306,-0.03939514211495772,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,118385.28
83,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,-0.07519506268436271,macOS,-1.681751986856703,0.5528702922873601,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,107.2,163080.0
84,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-0.6144346085024752,-0.3773745665022846,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,92880.0
85,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,0.24242582200725737,-1.0371328432746325,128,0,0,1,0,0,-0.9907223060167045,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,28.8,43092.0
86,Acer,Aspire 3,Notebook,15.6,1366x768,-0.8621763211399812,Windows,0.09209943068976037,-1.0428574270210305,0,1024,0,0,1,0,-0.03714065154596318,1,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,64.64,42660.0
87,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,1.4987674542268743,Windows,0.9188945829359929,0.32245579649484807,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,93.84,145692.0
88,HP,Pavilion 15-CK000nv,Ultrabook,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.3137818258674812,-0.6077890622947966,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,2,2,2.498712169424574,True,False,4,3,0.9534251780106736,59.2,75492.0
89,HP,250 G6,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.11835751715473544,-0.750917967414108,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,64690.92
90,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,IPS Panel Full HD 1920x1080,1.4987674542268743,Windows,0.24242582200725737,0.4655703901547934,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,93.84,156492.0
91,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-1.245805452035962,0.7517995774746841,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,178092.0
92,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.6182418003009996,-0.6077890622947966,0,1024,0,0,1,0,-0.03714065154596318,1,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,64.64,75492.0
93,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.24242582200725737,-0.6221005216607911,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,4,3,0.9534251780106736,69.44,74412.0
